Var2	value	sum	genome
1720	10X1848827	outsider	3	10
1721	10X1849569	outsider	3	10
1722	10X1849572	outsider	3	10
1723	10X1849699	outsider	5	10
1724	10X1851031	outsider	3	10
1725	10X1851055	outsider	3	10
1726	10X1851134	outsider	4	10
1727	10X1851281	outsider	10	10
1728	10X1851900	outsider	3	10
1729	10X1851902	outsider	3	10
1730	10X1852805	outsider	3	10
1731	10X1853709	outsider	4	10
1732	10X1854487	outsider	5	10
1733	10X1854889	outsider	5	10
1734	10X1855174	outsider	6	10
1735	10X1855176	outsider	3	10
1736	10X1855517	outsider	4	10
1737	10X1855974	outsider	3	10
1738	10X1856445	outsider	8	10
1739	10X1857372	outsider	3	10
1740	10X1857389	outsider	5	10
1741	10X1859964	outsider	5	10
1742	10X1860135	outsider	3	10
1743	10X1860604	outsider	10	10
1744	10X1861278	outsider	4	10
1745	10X1861572	outsider	5	10
1746	10X1862133	outsider	5	10
1747	10X1862681	outsider	3	10
1748	10X1863212	outsider	3	10
1749	10X1863248	outsider	9	10
1750	10X1863418	outsider	3	10
1751	10X1863713	outsider	5	10
1752	10X1864408	outsider	6	10
1753	10X1864456	outsider	7	10
1754	11X1864756	outsider	8	11
1755	11X1864774	outsider	9	11
1756	11X1866044	outsider	3	11
1757	11X1866256	outsider	3	11
1758	11X1867186	outsider	4	11
1759	11X1868342	outsider	5	11
1760	11X1868744	outsider	3	11
1761	11X1868866	outsider	3	11
1762	11X1869387	outsider	8	11
1763	11X1870918	outsider	5	11
1764	11X1871882	outsider	10	11
1765	11X1871976	outsider	4	11
1766	11X1873199	outsider	3	11
1767	11X1873403	outsider	7	11
1768	11X1873971	outsider	7	11
1769	11X1874034	outsider	5	11
1770	11X1874047	outsider	3	11
1771	11X1874048	outsider	3	11
1772	11X1874353	outsider	5	11
1773	11X1875847	outsider	8	11
1774	11X1876032	outsider	3	11
1775	11X1876213	outsider	3	11
1776	11X1877225	outsider	7	11
1777	11X1877556	outsider	6	11
1778	11X1877988	outsider	7	11
1779	11X1878147	outsider	6	11
1780	11X1878490	outsider	5	11
1781	11X1878562	outsider	3	11
1782	11X1878695	outsider	4	11
1783	11X1879754	outsider	4	11
1784	11X1881030	outsider	6	11
1785	11X1883082	outsider	3	11
1786	11X1883615	outsider	4	11
1787	11X1883618	outsider	3	11
1788	11X1883834	outsider	7	11
1789	11X1884247	outsider	5	11
1790	11X1884745	outsider	4	11
1791	11X1884770	outsider	9	11
1792	11X1885732	outsider	7	11
1793	11X1886315	outsider	7	11
1794	11X1888157	outsider	7	11
1795	11X1888160	outsider	5	11
1796	11X1890153	outsider	4	11
1797	11X1891739	outsider	8	11
1798	11X1892430	outsider	4	11
1799	11X1892438	outsider	8	11
1800	11X1893922	outsider	3	11
1801	11X1894273	outsider	5	11
1802	11X1894431	outsider	8	11
1803	11X1895127	outsider	3	11
1804	11X1896400	outsider	5	11
1805	11X1896680	outsider	5	11
1806	11X1896802	outsider	10	11
1807	11X1897373	outsider	5	11
1808	11X1897546	outsider	7	11
1809	11X1897763	outsider	6	11
1810	11X1898709	outsider	4	11
1811	12X1898953	outsider	4	12
1812	12X1899035	outsider	4	12
1813	12X1899218	outsider	6	12
1814	12X1899223	outsider	9	12
1815	12X1899268	outsider	9	12
1816	12X1899518	outsider	9	12
1817	12X1899569	outsider	3	12
1818	12X1900289	outsider	12	12
1819	12X1901222	outsider	5	12
1820	12X1901388	outsider	3	12
1821	12X1901485	outsider	3	12
1822	12X1901810	outsider	3	12
1823	12X1902625	outsider	3	12
1824	12X1902853	outsider	3	12
1825	12X1903046	outsider	3	12
1826	12X1903498	outsider	11	12
1827	12X1903503	outsider	7	12
1828	12X1904171	outsider	3	12
1829	12X1904493	outsider	3	12
1830	12X1905099	outsider	3	12
1831	12X1906012	outsider	3	12
1832	12X1906101	outsider	4	12
1833	12X1906571	outsider	5	12
1834	12X1906578	outsider	3	12
1835	12X1906680	outsider	3	12
1836	12X1906796	outsider	3	12
1837	12X1907041	outsider	3	12
1838	12X1908298	outsider	5	12
1839	12X1908315	outsider	8	12
1840	12X1908439	outsider	3	12
1841	12X1908977	outsider	3	12
1842	12X1909373	outsider	4	12
1843	12X1909376	outsider	3	12
1844	12X1909670	outsider	3	12
1845	12X1909777	outsider	3	12
1846	12X1910028	outsider	4	12
1847	12X1910029	outsider	3	12
1848	12X1910093	outsider	4	12
1849	12X1910193	outsider	3	12
1850	12X1910505	outsider	3	12
1851	12X1912383	outsider	3	12
1852	12X1912410	outsider	12	12
1853	12X1912425	outsider	6	12
1854	12X1912455	outsider	5	12
1855	12X1912720	outsider	4	12
1856	12X1912872	outsider	9	12
1857	12X1913008	outsider	3	12
1858	12X1913570	outsider	3	12
1859	12X1913744	outsider	5	12
1860	12X1914323	outsider	3	12
1861	12X1915162	outsider	7	12
1862	12X1915567	outsider	4	12
1863	12X1915969	outsider	3	12
1864	12X1915971	outsider	3	12
1865	12X1916283	outsider	3	12
1866	12X1916284	outsider	3	12
1867	12X1916748	outsider	3	12
1868	12X1917905	outsider	5	12
1869	12X1918405	outsider	5	12
1870	12X1919361	outsider	6	12
1871	12X1919371	outsider	8	12
1872	12X1919502	outsider	3	12
1873	12X1919661	outsider	5	12
1874	12X1919944	outsider	3	12
1875	12X1920914	outsider	3	12
1876	12X1920950	outsider	3	12
1877	12X1921927	outsider	3	12
1878	12X1922991	outsider	5	12
1879	12X1923105	outsider	4	12
1880	12X1923162	outsider	4	12
1881	12X1923426	outsider	3	12
1882	12X1923463	outsider	6	12
1883	12X1923521	outsider	8	12
1884	12X1923558	outsider	11	12
1885	12X1924499	outsider	3	12
1886	12X1925373	outsider	3	12
1887	12X1926853	outsider	3	12
1888	12X1927141	outsider	5	12
1889	12X1928413	outsider	5	12
1890	12X1929059	outsider	3	12
1891	12X1929655	outsider	5	12
1892	12X1929667	outsider	3	12
1893	12X1930060	outsider	4	12
1894	12X1930061	outsider	9	12
1895	12X1930063	outsider	8	12
1896	12X1930066	outsider	3	12
1897	12X1930071	outsider	7	12
1898	12X1930153	outsider	14	12
1899	12X1930247	outsider	3	12
1900	12X1930993	outsider	3	12
1901	12X1931504	outsider	5	12
1902	12X1931598	outsider	3	12
1903	12X1931637	outsider	4	12
1904	12X1931638	outsider	3	12
1905	12X1931853	outsider	3	12
1906	12X1932868	outsider	6	12
1907	12X1933063	outsider	7	12
1908	12X1933497	outsider	5	12
1909	12X1934393	outsider	5	12
1910	12X1934630	outsider	6	12
1911	12X1935623	outsider	4	12
1912	12X1936107	outsider	10	12
1913	12X1936317	outsider	3	12
1914	12X1936680	outsider	5	12
1915	12X1937110	outsider	4	12
1916	12X1937576	outsider	8	12
1917	12X1937700	outsider	4	12
1918	12X1938266	outsider	3	12
1919	12X1938570	outsider	8	12
1920	12X1939266	outsider	4	12
1921	12X1939396	outsider	4	12
1922	12X1940695	outsider	3	12
1923	12X1940912	outsider	6	12
1924	12X1941472	outsider	5	12
1925	12X1941641	outsider	3	12
1926	12X1942022	outsider	3	12
1927	12X1942187	outsider	3	12
1928	12X1943353	outsider	5	12
1929	12X1943355	outsider	3	12
1930	12X1943475	outsider	7	12
1931	12X1943509	outsider	8	12
1932	12X1944052	outsider	4	12
1933	12X1944476	outsider	4	12
1934	12X1944901	outsider	8	12
1935	12X1945295	outsider	3	12
1936	12X1945446	outsider	4	12
1937	12X1945727	outsider	7	12
1938	12X1945733	outsider	7	12
1939	12X1946038	outsider	3	12
1940	12X1946675	outsider	3	12
1941	12X1946713	outsider	8	12
1942	12X1948523	outsider	3	12
1943	12X1948886	outsider	3	12
1944	12X1949985	outsider	3	12
1945	12X1950169	outsider	3	12
1946	12X1950170	outsider	3	12
1947	12X1950337	outsider	3	12
1948	12X1951437	outsider	3	12
1949	12X1952276	outsider	3	12
1950	12X1952284	outsider	3	12
1951	12X1952407	outsider	3	12
1952	12X1953308	outsider	3	12
1953	12X1953781	outsider	3	12
1954	12X1954199	outsider	7	12
1955	12X1954518	outsider	7	12
1956	12X1954685	outsider	3	12
1957	12X1955306	outsider	9	12
1958	12X1955362	outsider	3	12
1959	12X1955984	outsider	6	12
1960	12X1956654	outsider	6	12
1961	12X1956823	outsider	3	12
1962	12X1956868	outsider	6	12
1963	12X1956899	outsider	7	12
1964	12X1957141	outsider	10	12
1965	12X1957208	outsider	7	12
1966	12X1959365	outsider	7	12
1967	12X1959586	outsider	4	12
1968	12X1959853	outsider	3	12
1969	12X1960978	outsider	5	12
1970	13X1964851	outsider	3	13
1971	13X2014463	outsider	3	13
1972	13X2115248	outsider	3	13
1973	14X2233826	outsider	4	14
1974	14X2246079	outsider	6	14
1975	14X2248676	outsider	3	14
1976	14X2253580	outsider	5	14
1977	14X2261498	outsider	3	14
1978	14X2263202	outsider	4	14
1979	14X2267932	outsider	5	14
1980	14X2287441	outsider	4	14
1981	14X2297790	outsider	4	14
1982	14X2300803	outsider	7	14
1983	14X2312090	outsider	3	14
1984	14X2315679	outsider	4	14
1985	14X2323128	outsider	3	14
1986	14X2326400	outsider	3	14
1987	14X2334870	outsider	4	14
1988	14X2338122	outsider	5	14
1989	14X2338124	outsider	3	14
1990	14X2338351	outsider	3	14
1991	14X2340903	outsider	7	14
1992	14X2348015	outsider	4	14
1993	14X2354582	outsider	3	14
1994	14X2362836	outsider	3	14
1995	14X2365925	outsider	3	14
1996	14X2366259	outsider	3	14
1997	14X2366263	outsider	3	14
1998	14X2366269	outsider	3	14
1999	14X2370935	outsider	5	14
2000	14X2374742	outsider	3	14
2001	14X2374973	outsider	3	14
2002	14X2376324	outsider	3	14
2003	14X2382869	outsider	3	14
2004	14X2384363	outsider	11	14
2005	14X2401141	outsider	3	14
2006	14X2401142	outsider	3	14
2007	14X2411438	outsider	3	14
2008	14X2411444	outsider	3	14
2009	14X2416903	outsider	3	14
2010	14X2433539	outsider	6	14
2011	14X2435139	outsider	3	14
2012	14X2443505	outsider	3	14
2013	14X2470718	outsider	4	14
2014	14X2493355	outsider	3	14
2015	14X2493385	outsider	3	14
2016	14X2494405	outsider	15	14
2017	14X2494411	outsider	5	14
2018	14X2494416	outsider	5	14
2019	14X2517771	outsider	6	14
2020	14X2519810	outsider	3	14
2021	14X2519819	outsider	3	14
2022	14X2519822	outsider	3	14
2023	14X2541885	outsider	3	14
2024	14X2549350	outsider	9	14
2025	14X2557606	outsider	3	14
2026	14X2585400	outsider	3	14
2027	14X2589048	outsider	4	14
2028	14X2589049	outsider	9	14
2029	14X2592324	outsider	7	14
2030	14X2595330	outsider	5	14
2031	14X2631904	outsider	4	14
2032	14X2632412	outsider	3	14
2033	14X2637586	outsider	3	14
2034	14X2637592	outsider	3	14
2035	14X2646774	outsider	10	14
2036	14X2649380	outsider	4	14
2037	14X2657514	outsider	3	14
2038	14X2665833	outsider	4	14
2039	14X2665835	outsider	5	14
2040	14X2678376	outsider	5	14
2041	14X2682772	outsider	3	14
2042	14X2692975	outsider	3	14
2043	14X2700208	outsider	8	14
2044	14X2700210	outsider	3	14
2045	14X2705535	outsider	4	14
2046	14X2708805	outsider	3	14
2047	14X2714880	outsider	5	14
2048	14X2720494	outsider	3	14
2049	14X2728391	outsider	15	14
2050	14X2730554	outsider	8	14
2051	14X2732148	outsider	7	14
2052	14X2732152	outsider	6	14
2053	14X2737179	outsider	3	14
2054	14X2737182	outsider	3	14
2055	14X2738784	outsider	9	14
2056	14X2738787	outsider	3	14
2057	14X2741274	outsider	3	14
2058	14X2741706	outsider	5	14
2059	14X2755761	outsider	3	14
2060	14X2759819	outsider	3	14
2061	14X2764816	outsider	3	14
2062	14X2764823	outsider	6	14
2063	14X2764838	outsider	3	14
2064	14X2768750	outsider	7	14
2065	14X2797393	outsider	3	14
2066	14X2813954	outsider	3	14
2067	14X2830124	outsider	3	14
2068	14X2830407	outsider	8	14
2069	14X2834603	outsider	8	14
2070	14X2834640	outsider	6	14
2071	14X2840813	outsider	3	14
2072	14X2842435	outsider	5	14
2073	14X2853378	outsider	3	14
2074	14X2853383	outsider	3	14
2075	14X2856957	outsider	3	14
2076	14X2871530	outsider	3	14
2077	14X2890074	outsider	3	14
2078	14X2902981	outsider	3	14
2079	14X2919046	outsider	3	14
2080	14X2929274	outsider	3	14
2081	14X2938723	outsider	3	14
2082	14X3002745	outsider	3	14
2083	14X3030773	outsider	3	14
2084	14X3033345	outsider	3	14
2085	14X3034743	outsider	3	14
2086	14X3035077	outsider	9	14
2087	14X3037821	outsider	3	14
2088	14X3042718	outsider	3	14
2089	14X3055441	outsider	3	14
2090	14X3060493	outsider	7	14
2091	14X3075512	outsider	3	14
2092	14X3079861	outsider	5	14
2093	14X3094265	outsider	3	14
2094	14X3095511	outsider	3	14
2095	14X3095522	outsider	3	14
2096	14X3095526	outsider	3	14
2097	14X3095532	outsider	3	14
2098	14X3095533	outsider	3	14
2099	14X3095536	outsider	3	14
2100	14X3095541	outsider	3	14
2101	14X3097455	outsider	5	14
2102	14X3099362	outsider	3	14
2103	14X3099578	outsider	3	14
2104	14X3101192	outsider	3	14
2105	14X3159759	outsider	3	14
2106	14X3197800	outsider	3	14
2107	14X3201267	outsider	3	14
2108	14X3201275	outsider	3	14
2109	14X3234568	outsider	4	14
2110	14X3259238	outsider	3	14
2111	14X3263100	outsider	8	14
2112	14X3284397	outsider	10	14
2113	14X3285044	outsider	6	14
2114	14X3293319	outsider	3	14
2115	14X3320057	outsider	3	14
2116	14X3320091	outsider	6	14
2117	14X3324717	outsider	3	14
2118	14X3326718	outsider	7	14
2119	14X3337776	outsider	4	14
2120	14X3352889	outsider	3	14
2121	14X3377315	outsider	6	14
2122	14X3409195	outsider	3	14
2123	14X3417035	outsider	11	14
2124	14X3419100	outsider	3	14
2125	14X3432064	outsider	3	14
2126	14X3435880	outsider	5	14
2127	14X3440151	outsider	5	14
2128	14X3443295	outsider	9	14
2129	14X3443927	outsider	3	14
2130	14X3446363	outsider	6	14
2131	14X3446502	outsider	3	14
2132	14X3449926	outsider	3	14
2133	14X3466922	outsider	3	14
2134	14X3479399	outsider	7	14
2135	14X3481297	outsider	5	14
2136	14X3486560	outsider	11	14
2137	14X3486565	outsider	8	14
2138	14X3486888	outsider	3	14
2139	14X3496658	outsider	7	14
2140	14X3499833	outsider	3	14
2141	14X3514003	outsider	7	14
2142	14X3588524	outsider	3	14
2143	14X3588539	outsider	3	14
2144	14X3588768	outsider	3	14
2145	14X3613332	outsider	3	14
2146	14X3615427	outsider	4	14
2147	14X3618570	outsider	4	14
2148	14X3619899	outsider	5	14
2149	14X3625601	outsider	3	14
2150	14X3625603	outsider	3	14
2151	14X3625610	outsider	3	14
2152	14X3625700	outsider	3	14
2153	14X3659594	outsider	3	14
2154	14X3678810	outsider	8	14
2155	14X3680294	outsider	3	14
2156	14X3680710	outsider	3	14
2157	14X3680713	outsider	3	14
2158	14X3680717	outsider	3	14
2159	14X3680721	outsider	3	14
2160	14X3685341	outsider	3	14
2161	14X3689816	outsider	3	14
2162	14X3696747	outsider	3	14
2163	14X3717780	outsider	12	14
2164	14X3721922	outsider	10	14
2165	14X3722777	outsider	10	14
2166	14X3730392	outsider	3	14
2167	14X3746826	outsider	3	14
2168	14X3747789	outsider	3	14
2169	14X3751136	outsider	3	14
2170	14X3754484	outsider	3	14
2171	14X3757107	outsider	3	14
2172	14X3762192	outsider	6	14
2173	14X3762202	outsider	3	14
2174	14X3766948	outsider	3	14
2175	14X3768250	outsider	12	14
2176	14X3768866	outsider	3	14
2177	14X3776932	outsider	6	14
2178	14X3776933	outsider	3	14
2179	14X3776934	outsider	4	14
2180	14X3784172	outsider	3	14
2181	14X3788228	outsider	13	14
2182	14X3793278	outsider	6	14
2183	14X3799212	outsider	3	14
2184	14X3801213	outsider	8	14
2185	14X3803911	outsider	3	14
2186	14X3811472	outsider	4	14
2187	14X3811489	outsider	5	14
2188	14X3827915	outsider	3	14
2189	14X3837897	outsider	3	14
2190	14X3839689	outsider	3	14
2191	14X3839700	outsider	3	14
2192	14X3839707	outsider	3	14
2193	14X3864751	outsider	3	14
2194	14X3871421	outsider	3	14
2195	14X3872452	outsider	3	14
2196	14X3874215	outsider	3	14
2197	14X3878565	outsider	11	14
2198	14X3884946	outsider	3	14
2199	14X3895911	outsider	8	14
2200	14X3906628	outsider	3	14
2201	14X3907093	outsider	4	14
2202	14X3910993	outsider	3	14
2203	14X3924037	outsider	3	14
2204	14X3924039	outsider	3	14
2205	14X3924431	outsider	3	14
2206	14X3942179	outsider	3	14
2207	14X3956842	outsider	3	14
2208	14X3957884	outsider	3	14
2209	14X3964234	outsider	5	14
2210	14X3964239	outsider	8	14
2211	14X3968884	outsider	12	14
2212	14X3968897	outsider	10	14
2213	14X3978892	outsider	3	14
2214	14X3986167	outsider	3	14
2215	14X4013318	outsider	3	14
2216	14X4023861	outsider	9	14
2217	14X4026673	outsider	3	14
2218	14X4032255	outsider	5	14
2219	14X4044558	outsider	3	14
2220	14X4058847	outsider	4	14
2221	14X4067527	outsider	3	14
2222	14X4070195	outsider	5	14
2223	14X4070204	outsider	8	14
2224	14X4081281	outsider	7	14
2225	14X4082607	outsider	3	14
2226	14X4087286	outsider	9	14
2227	14X4088292	outsider	3	14
2228	14X4088978	outsider	4	14
2229	14X4096539	outsider	3	14
2230	14X4100384	outsider	3	14
2231	14X4100806	outsider	4	14
2232	14X4103964	outsider	8	14
2233	14X4104353	outsider	5	14
2234	14X4104499	outsider	5	14
2235	14X4115597	outsider	3	14
2236	14X4115607	outsider	3	14
2237	14X4118765	outsider	3	14
2238	14X4133257	outsider	3	14
2239	14X4133277	outsider	5	14
2240	14X4138981	outsider	3	14
2241	14X4145476	outsider	3	14
2242	14X4162479	outsider	3	14
2243	14X4162490	outsider	3	14
2244	14X4166631	outsider	5	14
2245	14X4168027	outsider	6	14
2246	14X4168100	outsider	6	14
2247	14X4174856	outsider	5	14
2248	14X4195200	outsider	3	14
2249	14X4197288	outsider	3	14
2250	14X4199253	outsider	7	14
2251	14X4217356	outsider	3	14
2252	14X4226772	outsider	3	14
2253	14X4228093	outsider	3	14
2254	14X4247706	outsider	3	14
2255	14X4258005	outsider	3	14
2256	14X4258008	outsider	3	14
2257	14X4279735	outsider	5	14
2258	14X4285113	outsider	3	14
2259	14X4302876	outsider	3	14
2260	14X4311152	outsider	3	14
2261	14X4312133	outsider	3	14
2262	14X4318852	outsider	9	14
2263	14X4328351	outsider	3	14
2264	14X4328353	outsider	3	14
2265	15X4328559	outsider	4	15
2266	15X4328713	outsider	7	15
2267	15X4328792	outsider	11	15
2268	15X4328986	outsider	7	15
2269	15X4329090	outsider	5	15
2270	15X4329247	outsider	5	15
2271	15X4329267	outsider	6	15
2272	15X4329283	outsider	3	15
2273	15X4329286	outsider	6	15
2274	15X4329289	outsider	4	15
2275	15X4329372	outsider	4	15
2276	15X4329531	outsider	6	15
2277	15X4329550	outsider	5	15
2278	15X4329574	outsider	3	15
2279	15X4329679	outsider	4	15
2280	15X4330106	outsider	11	15
2281	15X4330212	outsider	3	15
2282	15X4330321	outsider	8	15
2283	15X4330351	outsider	9	15
2284	15X4330383	outsider	3	15
2285	15X4330460	outsider	3	15
2286	15X4331013	outsider	6	15
2287	15X4331021	outsider	4	15
2288	15X4331078	outsider	6	15
2289	15X4331323	outsider	3	15
2290	15X4331369	outsider	4	15
2291	15X4331415	outsider	4	15
2292	15X4331518	outsider	7	15
2293	15X4331582	outsider	5	15
2294	15X4332104	outsider	3	15
2295	15X4332463	outsider	4	15
2296	15X4332531	outsider	3	15
2297	15X4332539	outsider	5	15
2298	15X4332727	outsider	8	15
2299	15X4332778	outsider	4	15
2300	15X4332837	outsider	4	15
2301	15X4332916	outsider	7	15
2302	15X4333296	outsider	5	15
2303	15X4333425	outsider	7	15
2304	15X4333589	outsider	3	15
2305	15X4334636	outsider	10	15
2306	15X4334832	outsider	6	15
2307	15X4335163	outsider	8	15
2308	15X4335190	outsider	3	15
2309	15X4335380	outsider	4	15
2310	15X4335742	outsider	6	15
2311	15X4336027	outsider	3	15
2312	15X4336096	outsider	10	15
2313	15X4336098	outsider	9	15
2314	15X4336319	outsider	3	15
2315	15X4336507	outsider	6	15
2316	15X4336569	outsider	5	15
2317	15X4336694	outsider	9	15
2318	15X4336765	outsider	4	15
2319	15X4337194	outsider	4	15
2320	15X4337216	outsider	7	15
2321	15X4337236	outsider	5	15
2322	15X4337702	outsider	8	15
2323	15X4337751	outsider	9	15
2324	15X4337788	outsider	6	15
2325	15X4337809	outsider	3	15
2326	15X4337812	outsider	4	15
2327	15X4337891	outsider	4	15
2328	15X4338288	outsider	8	15
2329	15X4338332	outsider	5	15
2330	15X4338351	outsider	6	15
2331	15X4338600	outsider	5	15
2332	15X4338624	outsider	3	15
2333	15X4338696	outsider	8	15
2334	15X4338884	outsider	9	15
2335	15X4338902	outsider	5	15
2336	15X4339009	outsider	3	15
2337	15X4339370	outsider	4	15
2338	15X4339446	outsider	3	15
2339	15X4339451	outsider	4	15
2340	15X4339547	outsider	3	15
2341	15X4339763	outsider	4	15
2342	15X4339766	outsider	3	15
2343	15X4339992	outsider	7	15
2344	15X4340317	outsider	6	15
2345	15X4340368	outsider	4	15
2346	15X4340957	outsider	3	15
2347	15X4341065	outsider	4	15
2348	15X4341068	outsider	3	15
2349	15X4341431	outsider	3	15
2350	15X4341673	outsider	7	15
2351	15X4341677	outsider	4	15
2352	15X4341794	outsider	6	15
2353	15X4341806	outsider	4	15
2354	15X4341810	outsider	3	15
2355	15X4341864	outsider	9	15
2356	15X4341870	outsider	11	15
2357	15X4341977	outsider	9	15
2358	15X4342008	outsider	4	15
2359	15X4342154	outsider	10	15
2360	15X4342337	outsider	9	15
2361	15X4342562	outsider	7	15
2362	15X4342608	outsider	5	15
2363	15X4342811	outsider	3	15
2364	15X4342836	outsider	10	15
2365	15X4342993	outsider	4	15
2366	15X4342995	outsider	4	15
2367	15X4342996	outsider	5	15
2368	15X4343070	outsider	3	15
2369	15X4343241	outsider	3	15
2370	15X4343307	outsider	6	15
2371	15X4343434	outsider	5	15
2372	15X4343475	outsider	13	15
2373	15X4343486	outsider	4	15
2374	15X4343651	outsider	4	15
2375	15X4343744	outsider	3	15
2376	15X4343748	outsider	3	15
2377	15X4343799	outsider	9	15
2378	15X4343965	outsider	8	15
2379	15X4344192	outsider	11	15
2380	15X4344258	outsider	3	15
2381	15X4344358	outsider	3	15
2382	15X4345019	outsider	3	15
2383	15X4345020	outsider	3	15
2384	15X4345024	outsider	3	15
2385	15X4345051	outsider	4	15
2386	15X4346053	outsider	6	15
2387	15X4346092	outsider	10	15
2388	15X4346187	outsider	4	15
2389	15X4346383	outsider	3	15
2390	15X4346509	outsider	6	15
2391	15X4346585	outsider	6	15
2392	15X4346879	outsider	3	15
2393	15X4346886	outsider	8	15
2394	15X4347104	outsider	7	15
2395	15X4347909	outsider	4	15
2396	15X4348045	outsider	4	15
2397	15X4348301	outsider	7	15
2398	15X4348353	outsider	4	15
2399	15X4348417	outsider	3	15
2400	15X4348427	outsider	4	15
2401	15X4348762	outsider	6	15
2402	15X4348766	outsider	5	15
2403	15X4348789	outsider	5	15
2404	15X4348812	outsider	5	15
2405	15X4348816	outsider	3	15
2406	15X4348956	outsider	5	15
2407	15X4349025	outsider	3	15
2408	15X4349027	outsider	3	15
2409	15X4349029	outsider	4	15
2410	15X4349100	outsider	4	15
2411	15X4349332	outsider	5	15
2412	15X4349746	outsider	9	15
2413	15X4349833	outsider	4	15
2414	15X4349896	outsider	11	15
2415	15X4349899	outsider	5	15
2416	15X4349975	outsider	3	15
2417	15X4350290	outsider	9	15
2418	16X4350431	outsider	4	16
2419	16X4350513	outsider	14	16
2420	16X4350514	outsider	3	16
2421	16X4350517	outsider	3	16
2422	16X4350914	outsider	13	16
2423	16X4351109	outsider	4	16
2424	16X4351155	outsider	6	16
2425	16X4351823	outsider	4	16
2426	16X4351830	outsider	5	16
2427	16X4352014	outsider	8	16
2428	16X4352032	outsider	12	16
2429	16X4352302	outsider	8	16
2430	16X4352400	outsider	12	16
2431	16X4352568	outsider	15	16
2432	16X4352570	outsider	19	16
2433	16X4352668	outsider	6	16
2434	16X4353109	outsider	5	16
2435	16X4353257	outsider	7	16
2436	16X4353258	outsider	3	16
2437	16X4353431	outsider	5	16
2438	16X4353867	outsider	5	16
2439	16X4354114	outsider	7	16
2440	16X4354270	outsider	15	16
2441	16X4354497	outsider	3	16
2442	16X4354802	outsider	3	16
2443	16X4355201	outsider	13	16
2444	16X4355241	outsider	3	16
2445	16X4355669	outsider	5	16
2446	16X4355877	outsider	10	16
2447	16X4355909	outsider	14	16
2448	16X4355925	outsider	14	16
2449	16X4356149	outsider	6	16
2450	16X4356332	outsider	3	16
2451	16X4356504	outsider	3	16
2452	16X4356554	outsider	18	16
2453	16X4357064	outsider	14	16
2454	16X4357069	outsider	5	16
2455	16X4357283	outsider	4	16
2456	16X4357485	outsider	16	16
2457	16X4357606	outsider	5	16
2458	16X4357830	outsider	5	16
2459	16X4358129	outsider	8	16
2460	16X4358533	outsider	4	16
2461	16X4359092	outsider	15	16
2462	16X4359104	outsider	4	16
2463	16X4359314	outsider	3	16
2464	16X4359599	outsider	6	16
2465	16X4359812	outsider	18	16
2466	16X4360058	outsider	14	16
2467	16X4360085	outsider	19	16
2468	16X4360114	outsider	3	16
2469	16X4360271	outsider	8	16
2470	16X4360351	outsider	18	16
2471	16X4360453	outsider	15	16
2472	16X4360507	outsider	3	16
2473	16X4360580	outsider	3	16
2474	16X4360843	outsider	13	16
2475	16X4360956	outsider	12	16
2476	16X4361657	outsider	15	16
2477	16X4361905	outsider	4	16
2478	16X4362161	outsider	3	16
2479	16X4362171	outsider	14	16
2480	16X4362179	outsider	18	16
2481	16X4362427	outsider	8	16
2482	16X4362534	outsider	13	16
2483	16X4362589	outsider	8	16
2484	16X4362631	outsider	6	16
2485	16X4362829	outsider	4	16
2486	16X4363008	outsider	3	16
2487	16X4363057	outsider	3	16
2488	16X4363114	outsider	4	16
2489	16X4363506	outsider	3	16
2490	16X4363575	outsider	19	16
2491	16X4364053	outsider	17	16
2492	16X4364238	outsider	15	16
2493	16X4364578	outsider	6	16
2494	16X4364620	outsider	3	16
2495	16X4365005	outsider	9	16
2496	16X4365167	outsider	3	16
2497	16X4365480	outsider	10	16
2498	16X4365488	outsider	5	16
2499	16X4365539	outsider	14	16
2500	16X4365667	outsider	13	16
2501	16X4365717	outsider	14	16
2502	16X4365788	outsider	13	16
2503	16X4365797	outsider	15	16
2504	16X4365901	outsider	3	16
2505	16X4365942	outsider	3	16
2506	16X4366134	outsider	5	16
2507	16X4366643	outsider	6	16
2508	16X4366658	outsider	12	16
2509	16X4367203	outsider	5	16
2510	16X4367294	outsider	5	16
2511	16X4367573	outsider	3	16
2512	16X4367574	outsider	7	16
2513	16X4367576	outsider	8	16
2514	16X4367610	outsider	7	16
2515	16X4367637	outsider	5	16
2516	16X4367819	outsider	18	16
2517	16X4367872	outsider	6	16
2518	16X4367904	outsider	8	16
2519	16X4367944	outsider	9	16
2520	16X4368102	outsider	3	16
2521	16X4368184	outsider	10	16
2522	16X4368321	outsider	4	16
2523	16X4368657	outsider	16	16
2524	16X4368665	outsider	16	16
2525	16X4368672	outsider	17	16
2526	16X4368673	outsider	16	16
2527	16X4368866	outsider	15	16
2528	16X4368980	outsider	8	16
2529	16X4369086	outsider	3	16
2530	16X4369124	outsider	5	16
2531	16X4369134	outsider	5	16
2532	16X4369183	outsider	14	16
2533	16X4369381	outsider	4	16
2534	16X4369440	outsider	18	16
2535	16X4369647	outsider	13	16
2536	16X4369649	outsider	13	16
2537	16X4369711	outsider	16	16
2538	16X4369770	outsider	14	16
2539	16X4369794	outsider	12	16
2540	16X4369798	outsider	8	16
2541	16X4369947	outsider	14	16
